dataset,run,method,accuracy,inference_time,avg_work_units,speedup,accuracy_drop,energy_reduction,worst_case_latency,lazy_rf_threshold,lazy_gbm_threshold
MNIST,18,LazyGBM[s=2.00],0.9419,2.200320243835449,81.0,0.07069089715989448,0.0040000000000000036,0.18999999999999995,0.15554261207580566,,2.0
MNIST,18,LazyGBM[s=4.00],0.9419,2.2246949672698975,81.0,0.0699163770153553,0.0040000000000000036,0.18999999999999995,0.15554261207580566,,4.0
Covertype,18,LazyRF[t=0.900],0.9266,1.59163236618042,16.78775,0.03755900050780507,0.0015000000000000568,0.8321225,0.059780120849609375,0.9,
Covertype,18,LazyRF[t=0.970],0.927875,1.8330490589141846,21.792,0.03261239548330497,0.00022500000000003073,0.78208,0.059780120849609375,0.97,
Covertype,18,LazyRF[t=0.990],0.92805,2.094165086746216,26.0625,0.0285460402467563,4.999999999999449e-05,0.739375,0.059780120849609375,0.99,
Covertype,18,LazyGBM[s=2.00],0.76885,0.8525590896606445,81.0,0.2818205918970707,0.004774999999999974,0.18999999999999995,0.24026870727539062,,2.0
Covertype,18,LazyGBM[s=4.00],0.76885,0.8618242740631104,81.0,0.2787908330112735,0.004774999999999974,0.18999999999999995,0.24026870727539062,,4.0
Higgs,18,LazyRF[t=0.900],0.7157,0.8800950050354004,32.86125,0.06992820582837991,0.002475000000000005,0.6713875,0.06154346466064453,0.9,
Higgs,18,LazyRF[t=0.970],0.717575,1.2214815616607666,48.33425,0.05038427643309491,0.0006000000000000449,0.5166575,0.06154346466064453,0.97,
Higgs,18,LazyRF[t=0.990],0.71785,1.4269397258758545,56.48525,0.0431296876417602,0.0003250000000000197,0.4351475,0.06154346466064453,0.99,
Higgs,18,LazyGBM[s=2.00],0.707825,0.14771652221679688,77.2536,0.30044966815587637,0.0,0.2274639999999999,0.04438138008117676,,2.0
Higgs,18,LazyGBM[s=4.00],0.707825,0.15803050994873047,85.37855,0.2808405800599854,0.0,0.14621449999999991,0.04438138008117676,,4.0
Credit Card,18,LazyRF[t=0.900],0.999575,0.2027885913848877,10.01675,0.1328599964493855,-2.4999999999941735e-05,0.8998325,0.02694249153137207,0.9,
Credit Card,18,LazyRF[t=0.970],0.999575,0.19312405586242676,10.03,0.1395087287860438,-2.4999999999941735e-05,0.8996999999999999,0.02694249153137207,0.97,
Credit Card,18,LazyRF[t=0.990],0.999575,0.1906898021697998,10.03825,0.14128962967501071,-2.4999999999941735e-05,0.8996175,0.02694249153137207,0.99,
Credit Card,18,LazyGBM[s=2.00],0.998325,0.07428288459777832,20.995075,0.24331038467093544,0.0,0.79004925,0.01807379722595215,,2.0
Credit Card,18,LazyGBM[s=4.00],0.998325,0.07778120040893555,20.995975,0.23236716752800102,0.0,0.79004025,0.01807379722595215,,4.0
MNIST,19,LazyRF[t=0.900],0.969,0.5331552028656006,15.411,0.07384084267389317,0.0009000000000000119,0.84589,0.039368629455566406,0.9,
MNIST,19,LazyRF[t=0.970],0.9698,0.5672104358673096,19.032,0.06940744909844379,9.999999999998899e-05,0.80968,0.039368629455566406,0.97,
MNIST,19,LazyRF[t=0.990],0.9699,0.5944788455963135,22.432,0.06622376851118442,0.0,0.77568,0.039368629455566406,0.99,
MNIST,19,LazyGBM[s=2.00],0.9418,2.1281230449676514,81.0,0.0715176291270609,0.0040000000000000036,0.18999999999999995,0.15219831466674805,,2.0
MNIST,19,LazyGBM[s=4.00],0.9418,2.1391639709472656,81.0,0.07114850321611929,0.0040000000000000036,0.18999999999999995,0.15219831466674805,,4.0
Covertype,19,LazyRF[t=0.900],0.92625,1.5778710842132568,16.46075,0.039251618787407995,0.0011249999999999316,0.8353925,0.06193399429321289,0.9,
Covertype,19,LazyRF[t=0.970],0.927175,1.856163740158081,21.3505,0.033366665317973644,0.00019999999999997797,0.7864949999999999,0.06193399429321289,0.97,
Covertype,19,LazyRF[t=0.990],0.927225,2.081716299057007,25.59875,0.029751409604309803,0.00014999999999998348,0.7440125,0.06193399429321289,0.99,
Covertype,19,LazyGBM[s=2.00],0.7679,0.8488399982452393,80.991525,0.2805423598563377,0.004850000000000021,0.19008475000000002,0.23813557624816895,,2.0
Covertype,19,LazyGBM[s=4.00],0.7679,0.8612139225006104,80.995,0.27651152637746657,0.004850000000000021,0.19004999999999994,0.23813557624816895,,4.0
Higgs,19,LazyRF[t=0.900],0.715825,0.8822460174560547,32.8515,0.06722096590430028,0.0031249999999999334,0.671485,0.059305429458618164,0.9,
Higgs,19,LazyRF[t=0.970],0.71915,1.2372066974639893,48.32,0.04793494052382814,-0.00019999999999997797,0.5167999999999999,0.059305429458618164,0.97,
Higgs,19,LazyRF[t=0.990],0.719,1.4426400661468506,56.671,0.041108957702122556,-4.999999999999449e-05,0.43328999999999995,0.059305429458618164,0.99,
Higgs,19,LazyGBM[s=2.00],0.7121,0.14722204208374023,68.55185,0.30024259345030074,0.0,0.31448149999999997,0.044202327728271484,,2.0
Higgs,19,LazyGBM[s=4.00],0.7121,0.15348362922668457,78.667525,0.28799376162123286,0.0,0.21332475000000006,0.044202327728271484,,4.0
Credit Card,19,LazyRF[t=0.900],0.999375,0.19978618621826172,10.01525,0.13405110482073215,2.4999999999941735e-05,0.8998475,0.026781558990478516,0.9,
Credit Card,19,LazyRF[t=0.970],0.9994,0.19150495529174805,10.0275,0.1398478642480983,0.0,0.899725,0.026781558990478516,0.97,
Credit Card,19,LazyRF[t=0.990],0.9994,0.19541335105895996,10.033,0.13705081482584067,0.0,0.89967,0.026781558990478516,0.99,
Credit Card,19,LazyGBM[s=2.00],0.99795,0.06869888305664062,10.9944,0.2549523849186518,0.0,0.890056,0.017514944076538086,,2.0
Credit Card,19,LazyGBM[s=4.00],0.99795,0.07107806205749512,10.995325,0.24641842460997643,0.0,0.89004675,0.017514944076538086,,4.0
MNIST,20,LazyRF[t=0.900],0.9693,0.534379243850708,15.241,0.07483573508632524,-0.00010000000000010001,0.8475900000000001,0.03999066352844238,0.9,
MNIST,20,LazyRF[t=0.970],0.9694,0.5740313529968262,18.796,0.06966634020888314,-0.000200000000000089,0.81204,0.03999066352844238,0.97,
MNIST,20,LazyRF[t=0.990],0.9693,0.5915477275848389,22.139,0.06760344375206308,-0.00010000000000010001,0.77861,0.03999066352844238,0.99,
MNIST,20,LazyGBM[s=2.00],0.9419,2.113492488861084,81.0,0.07298443364246449,0.0040000000000000036,0.18999999999999995,0.1542520523071289,,2.0
MNIST,20,LazyGBM[s=4.00],0.9419,2.1341054439544678,81.0,0.07227948963070072,0.0040000000000000036,0.18999999999999995,0.1542520523071289,,4.0
Covertype,20,LazyRF[t=0.900],0.924775,1.58333420753479,16.524,0.040525163059395554,0.0009749999999999481,0.83476,0.06416487693786621,0.9,
Covertype,20,LazyRF[t=0.970],0.9256,1.8358330726623535,21.51475,0.03495136779773409,0.00014999999999998348,0.7848525,0.06416487693786621,0.97,
Covertype,20,LazyRF[t=0.990],0.92565,2.103459358215332,25.73725,0.030504452908615514,9.999999999998899e-05,0.7426275,0.06416487693786621,0.99,
Covertype,20,LazyGBM[s=2.00],0.767025,0.8469429016113281,80.996225,0.282216547083384,0.00582500000000008,0.19003775,0.23902130126953125,,2.0
Covertype,20,LazyGBM[s=4.00],0.767025,0.8527486324310303,81.0,0.2802951446408366,0.00582500000000008,0.18999999999999995,0.23902130126953125,,4.0
Higgs,20,LazyRF[t=0.900],0.72155,0.87229323387146,33.002,0.06775043233006156,0.00187499999999996,0.66998,0.059098243713378906,0.9,
Higgs,20,LazyRF[t=0.970],0.7234,1.242112159729004,48.59175,0.04757883034191742,2.4999999999941735e-05,0.5140825,0.059098243713378906,0.97,
Higgs,20,LazyRF[t=0.990],0.72325,1.419727087020874,56.92325,0.041626481775021595,0.00017500000000003624,0.43076749999999997,0.059098243713378906,0.99,
Higgs,20,LazyGBM[s=2.00],0.71205,0.15680694580078125,88.149,0.28152520313336254,0.0,0.11851,0.04414510726928711,,2.0
Higgs,20,LazyGBM[s=4.00],0.71205,0.1596355438232422,92.6901,0.2765368301571181,0.0,0.07309900000000003,0.04414510726928711,,4.0
Credit Card,20,LazyRF[t=0.900],0.99955,0.19431591033935547,10.01275,0.13994135113248754,2.4999999999941735e-05,0.8998725,0.02719283103942871,0.9,
Credit Card,20,LazyRF[t=0.970],0.999575,0.19389986991882324,10.0255,0.14024161568964988,0.0,0.899745,0.02719283103942871,0.97,
Credit Card,20,LazyRF[t=0.990],0.999575,0.19516706466674805,10.02975,0.1393310448454049,0.0,0.8997025,0.02719283103942871,0.99,
Credit Card,20,LazyGBM[s=2.00],0.998125,0.09255266189575195,42.9934,0.19122397564104546,0.0,0.570066,0.017698287963867188,,2.0
Credit Card,20,LazyGBM[s=4.00],0.998125,0.09310245513916016,42.99465,0.19009475032010242,0.0,0.5700535,0.017698287963867188,,4.0
MNIST,21,LazyRF[t=0.900],0.9691,0.5320577621459961,15.379,0.07451474539480878,0.000300000000000078,0.84621,0.039646148681640625,0.9,
MNIST,21,LazyRF[t=0.970],0.9697,0.5664651393890381,19.052,0.06998868231220909,-0.00029999999999996696,0.80948,0.039646148681640625,0.97,
MNIST,21,LazyRF[t=0.990],0.9694,0.5967533588409424,22.433,0.06643640642198352,0.0,0.77567,0.039646148681640625,0.99,
MNIST,21,LazyGBM[s=2.00],0.9419,2.239161252975464,81.0,0.07304591500409456,0.0040000000000000036,0.18999999999999995,0.16356158256530762,,2.0
MNIST,21,LazyGBM[s=4.00],0.9419,2.2646872997283936,81.0,0.07222259010545241,0.0040000000000000036,0.18999999999999995,0.16356158256530762,,4.0
Covertype,21,LazyRF[t=0.900],0.926425,1.573157548904419,16.5135,0.037789424883769324,0.001474999999999893,0.834865,0.0594487190246582,0.9,
Covertype,21,LazyRF[t=0.970],0.92755,1.8438777923583984,21.513,0.03224113836124722,0.00034999999999996145,0.78487,0.0594487190246582,0.97,
Covertype,21,LazyRF[t=0.990],0.9279,2.1110172271728516,25.66875,0.028161171903023273,0.0,0.7433125,0.0594487190246582,0.99,
Covertype,21,LazyGBM[s=2.00],0.76885,0.853036642074585,80.994225,0.27786421904499714,0.003974999999999951,0.19005775000000003,0.2370283603668213,,2.0
Covertype,21,LazyGBM[s=4.00],0.76885,0.8607058525085449,80.9986,0.27538834513091465,0.003974999999999951,0.19001400000000002,0.2370283603668213,,4.0
Higgs,21,LazyRF[t=0.900],0.718825,0.8578054904937744,32.616,0.07160599650295714,0.003249999999999975,0.67384,0.06142401695251465,0.9,
Higgs,21,LazyRF[t=0.970],0.7213,1.2232556343078613,48.0405,0.05021355735448494,0.0007749999999999702,0.519595,0.06142401695251465,0.97,
Higgs,21,LazyRF[t=0.990],0.721475,1.4250564575195312,56.23225,0.04310286559413229,0.0006000000000000449,0.43767749999999994,0.06142401695251465,0.99,
Higgs,21,LazyGBM[s=2.00],0.710675,0.14835500717163086,76.9339,0.29478694921301224,0.0,0.230661,0.04373311996459961,,2.0
Higgs,21,LazyGBM[s=4.00],0.710675,0.15660953521728516,85.6949,0.2792494077957824,0.0,0.14305099999999993,0.04373311996459961,,4.0
Credit Card,21,LazyRF[t=0.900],0.99955,0.19791626930236816,10.01325,0.1906107663822503,2.4999999999941735e-05,0.8998675,0.037724971771240234,0.9,
Credit Card,21,LazyRF[t=0.970],0.99955,0.19309735298156738,10.026,0.19536762772113905,2.4999999999941735e-05,0.89974,0.037724971771240234,0.97,
Credit Card,21,LazyRF[t=0.990],0.999575,0.19579267501831055,10.034,0.1926781569724822,0.0,0.89966,0.037724971771240234,0.99,
Credit Card,21,LazyGBM[s=2.00],0.999375,0.13092517852783203,97.97455,0.1353571038350876,0.0,0.020254500000000064,0.01772165298461914,,2.0
Credit Card,21,LazyGBM[s=4.00],0.999375,0.13312602043151855,97.97455,0.13311937761810697,0.0,0.020254500000000064,0.01772165298461914,,4.0
MNIST,22,LazyRF[t=0.900],0.9692,0.5374839305877686,15.362,0.0731485633908527,0.0009000000000000119,0.84638,0.03931617736816406,0.9,
MNIST,22,LazyRF[t=0.970],0.9699,0.5722992420196533,18.863,0.06869863610061169,0.00019999999999997797,0.81137,0.03931617736816406,0.97,
MNIST,22,LazyRF[t=0.990],0.9701,0.5947844982147217,22.159,0.06610155020208786,0.0,0.77841,0.03931617736816406,0.99,
MNIST,22,LazyGBM[s=2.00],0.9418,2.1484880447387695,81.0,0.07237977799705529,0.0040000000000000036,0.18999999999999995,0.15550708770751953,,2.0
MNIST,22,LazyGBM[s=4.00],0.9418,2.167893648147583,81.0,0.07173188031636002,0.0040000000000000036,0.18999999999999995,0.15550708770751953,,4.0
Covertype,22,LazyRF[t=0.900],0.926725,1.576158046722412,16.4785,0.03907887687066454,0.0006249999999999867,0.835215,0.061594486236572266,0.9,
Covertype,22,LazyRF[t=0.970],0.927075,1.8528907299041748,21.50875,0.03324237379057842,0.0002750000000000252,0.7849125,0.061594486236572266,0.97,
Covertype,22,LazyRF[t=0.990],0.92735,2.1115267276763916,25.7375,0.0291705927418467,0.0,0.742625,0.061594486236572266,0.99,
Covertype,22,LazyGBM[s=2.00],0.765125,0.8520042896270752,81.0,0.2787071174023699,0.0043999999999999595,0.18999999999999995,0.23745965957641602,,2.0
Covertype,22,LazyGBM[s=4.00],0.765125,0.8521649837493896,81.0,0.2786545611527377,0.0043999999999999595,0.18999999999999995,0.23745965957641602,,4.0
Higgs,22,LazyRF[t=0.900],0.71795,0.8577945232391357,32.83525,0.07041064235289343,0.0022999999999999687,0.6716475,0.06039786338806152,0.9,
Higgs,22,LazyRF[t=0.970],0.7195,1.2480311393737793,48.42225,0.04839451635667294,0.0007499999999999174,0.5157775,0.06039786338806152,0.97,
Higgs,22,LazyRF[t=0.990],0.72005,1.4333624839782715,56.7345,0.04213718725247249,0.00019999999999997797,0.432655,0.06039786338806152,0.99,
Higgs,22,LazyGBM[s=2.00],0.711675,0.14666295051574707,74.1391,0.3005076818786993,0.0,0.258609,0.04407334327697754,,2.0
Higgs,22,LazyGBM[s=4.00],0.711675,0.15562987327575684,82.733775,0.28319333781686656,0.0,0.17266225000000002,0.04407334327697754,,4.0
Credit Card,22,LazyRF[t=0.900],0.9995,0.19545984268188477,10.015,0.13802575693629562,2.4999999999941735e-05,0.89985,0.026978492736816406,0.9,
Credit Card,22,LazyRF[t=0.970],0.999525,0.19324016571044922,10.02875,0.1396112067986991,0.0,0.8997125,0.026978492736816406,0.97,
Credit Card,22,LazyRF[t=0.990],0.999525,0.19768285751342773,10.03525,0.136473607657072,0.0,0.8996475,0.026978492736816406,0.99,
Credit Card,22,LazyGBM[s=2.00],0.99895,0.06501030921936035,9.9853,0.2689558555485875,0.0,0.900147,0.01748490333557129,,2.0
Credit Card,22,LazyGBM[s=4.00],0.99895,0.0685582160949707,9.9853,0.2550373147304506,0.0,0.900147,0.01748490333557129,,4.0
MNIST,23,LazyRF[t=0.900],0.9687,0.5373830795288086,15.404,0.0730833186923567,9.999999999998899e-05,0.84596,0.039273738861083984,0.9,
MNIST,23,LazyRF[t=0.970],0.9688,0.5655272006988525,18.953,0.06944624204202964,0.0,0.81047,0.039273738861083984,0.97,
MNIST,23,LazyRF[t=0.990],0.9687,0.5880935192108154,22.345,0.06678145155176489,9.999999999998899e-05,0.7765500000000001,0.039273738861083984,0.99,
MNIST,23,LazyGBM[s=2.00],0.9418,2.172863721847534,81.0,0.07035654536255558,0.0040000000000000036,0.18999999999999995,0.15287518501281738,,2.0
MNIST,23,LazyGBM[s=4.00],0.9418,2.1883432865142822,81.0,0.06985886810123182,0.0040000000000000036,0.18999999999999995,0.15287518501281738,,4.0
Covertype,23,LazyRF[t=0.900],0.9239,1.5704612731933594,16.61875,0.03781984250170639,0.001274999999999915,0.8338125000000001,0.05939459800720215,0.9,
Covertype,23,LazyRF[t=0.970],0.92465,1.8272168636322021,21.57425,0.03250550013485296,0.0005249999999999977,0.7842575,0.05939459800720215,0.97,
Covertype,23,LazyRF[t=0.990],0.9251,2.1083271503448486,25.86425,0.0281714334502059,7.499999999993623e-05,0.7413575,0.05939459800720215,0.99,
Covertype,23,LazyGBM[s=2.00],0.766875,0.9053876399993896,80.991,0.26885735269604427,0.004650000000000043,0.19008999999999998,0.24342012405395508,,2.0
Covertype,23,LazyGBM[s=4.00],0.766875,0.8690922260284424,80.99905,0.2800854923836228,0.004650000000000043,0.19000950000000005,0.24342012405395508,,4.0
Higgs,23,LazyRF[t=0.900],0.719825,0.8869495391845703,33.0935,0.0687353903190636,0.002074999999999938,0.669065,0.06096482276916504,0.9,
Higgs,23,LazyRF[t=0.970],0.72175,1.2052016258239746,48.4105,0.05058474985667605,0.00014999999999998348,0.515895,0.06096482276916504,0.97,
Higgs,23,LazyRF[t=0.990],0.72175,1.4255273342132568,56.60775,0.042766505633377624,0.00014999999999998348,0.4339225,0.06096482276916504,0.99,
Higgs,23,LazyGBM[s=2.00],0.7087,0.14209461212158203,67.607725,0.30995758303858467,0.0,0.3239227499999999,0.04404330253601074,,2.0
Higgs,23,LazyGBM[s=4.00],0.7087,0.151170015335083,77.582,0.2913494613226339,0.0,0.22418000000000005,0.04404330253601074,,4.0
Credit Card,23,LazyRF[t=0.900],0.999525,0.20495820045471191,10.014,0.13268198828137268,0.0,0.89986,0.02719426155090332,0.9,
Credit Card,23,LazyRF[t=0.970],0.999525,0.19388222694396973,10.02375,0.14026175570369442,0.0,0.8997625,0.02719426155090332,0.97,
Credit Card,23,LazyRF[t=0.990],0.999525,0.19518041610717773,10.03075,0.13932884299196477,0.0,0.8996925,0.02719426155090332,0.99,
Credit Card,23,LazyGBM[s=2.00],0.998625,0.06663942337036133,9.994475,0.26627693144333214,0.0,0.90005525,0.01774454116821289,,2.0
Credit Card,23,LazyGBM[s=4.00],0.998625,0.07056307792663574,9.996675,0.2514706230170663,0.0,0.90003325,0.01774454116821289,,4.0
MNIST,24,LazyRF[t=0.900],0.9696,0.5369741916656494,15.347,0.07298800790149154,0.0005999999999999339,0.84653,0.03919267654418945,0.9,
MNIST,24,LazyRF[t=0.970],0.9702,0.566326379776001,18.906,0.06920510494265043,0.0,0.81094,0.03919267654418945,0.97,
MNIST,24,LazyRF[t=0.990],0.9701,0.5927131175994873,22.19,0.06612419293657852,9.999999999998899e-05,0.7781,0.03919267654418945,0.99,
MNIST,24,LazyGBM[s=2.00],0.9419,2.1819472312927246,81.0,0.07195279591334991,0.0040000000000000036,0.18999999999999995,0.1569972038269043,,2.0
MNIST,24,LazyGBM[s=4.00],0.9419,2.2105984687805176,81.0,0.07102022644280226,0.0040000000000000036,0.18999999999999995,0.1569972038269043,,4.0
Covertype,24,LazyRF[t=0.900],0.9272,1.563673734664917,16.38975,0.03783641530265275,0.0002750000000000252,0.8361025,0.059163808822631836,0.9,
Covertype,24,LazyRF[t=0.970],0.927325,1.8001153469085693,21.288,0.03286667652949956,0.0001500000000000945,0.78712,0.059163808822631836,0.97,
Covertype,24,LazyRF[t=0.990],0.927425,2.0677552223205566,25.551,0.02861257859923803,4.999999999999449e-05,0.7444900000000001,0.059163808822631836,0.99,
Covertype,24,LazyGBM[s=2.00],0.76895,0.850623607635498,80.996075,0.2796634540192288,0.006325000000000025,0.19003925,0.23788833618164062,,2.0
Covertype,24,LazyGBM[s=4.00],0.76895,0.8557875156402588,80.9997,0.27797593658942793,0.006325000000000025,0.19000299999999992,0.23788833618164062,,4.0
Higgs,24,LazyRF[t=0.900],0.71855,0.8686480522155762,32.848,0.06916089317209817,0.00264999999999993,0.67152,0.06007647514343262,0.9,
Higgs,24,LazyRF[t=0.970],0.7215,1.2143878936767578,48.11975,0.04947058139845356,-0.000300000000000078,0.5188024999999999,0.06007647514343262,0.97,
Higgs,24,LazyRF[t=0.990],0.721575,1.419255256652832,56.3305,0.04232957733418358,-0.0003750000000000142,0.43669499999999994,0.06007647514343262,0.99,
Higgs,24,LazyGBM[s=2.00],0.713425,0.14799761772155762,78.2175,0.29575173138170624,0.0,0.21782499999999994,0.043770551681518555,,2.0
Higgs,24,LazyGBM[s=4.00],0.713425,0.15738987922668457,86.445275,0.2781027083607896,0.0,0.13554725,0.043770551681518555,,4.0
Credit Card,24,LazyRF[t=0.900],0.999525,0.20160174369812012,10.0115,0.13182091797454762,0.0,0.899885,0.026575326919555664,0.9,
Credit Card,24,LazyRF[t=0.970],0.999525,0.19191789627075195,10.021,0.13847237509348267,0.0,0.89979,0.026575326919555664,0.97,
Credit Card,24,LazyRF[t=0.990],0.999525,0.19304227828979492,10.0305,0.13766583753047507,0.0,0.899695,0.026575326919555664,0.99,
Credit Card,24,LazyGBM[s=2.00],0.998825,0.08285236358642578,29.981825,0.21031170505427213,0.0,0.70018175,0.017424821853637695,,2.0
Credit Card,24,LazyGBM[s=4.00],0.998825,0.08548760414123535,29.98225,0.20382863724721875,0.0,0.7001775,0.017424821853637695,,4.0
MNIST,25,LazyRF[t=0.900],0.9679,0.5367498397827148,15.411,0.07314244442746654,0.0009000000000000119,0.84589,0.03925919532775879,0.9,
MNIST,25,LazyRF[t=0.970],0.9686,0.5685124397277832,18.984,0.06905600050995717,0.00019999999999997797,0.81016,0.03925919532775879,0.97,
MNIST,25,LazyRF[t=0.990],0.9687,0.5952644348144531,22.334,0.06595252971899132,9.999999999998899e-05,0.77666,0.03925919532775879,0.99,
MNIST,25,LazyGBM[s=2.00],0.9419,2.2745985984802246,81.0,0.06908556261725189,0.0040000000000000036,0.18999999999999995,0.15714192390441895,,2.0
MNIST,25,LazyGBM[s=4.00],0.9419,2.2974064350128174,81.0,0.06839970564613755,0.0040000000000000036,0.18999999999999995,0.15714192390441895,,4.0
Covertype,25,LazyRF[t=0.900],0.9289,1.5752849578857422,16.55075,0.03870551384363539,0.0013250000000000206,0.8344925,0.06097221374511719,0.9,
Covertype,25,LazyRF[t=0.970],0.93015,1.8360576629638672,21.52475,0.033208223780233796,7.499999999993623e-05,0.7847525,0.06097221374511719,0.97,
Covertype,25,LazyRF[t=0.990],0.930275,2.096491813659668,25.74625,0.029082972491403705,-4.999999999999449e-05,0.7425375000000001,0.06097221374511719,0.99,
Covertype,25,LazyGBM[s=2.00],0.76635,0.8581514358520508,80.998575,0.2781992738684895,0.005249999999999977,0.19001424999999994,0.2387371063232422,,2.0
Covertype,25,LazyGBM[s=4.00],0.76635,0.8666932582855225,81.0,0.2754574401507493,0.005249999999999977,0.18999999999999995,0.2387371063232422,,4.0
Higgs,25,LazyRF[t=0.900],0.71885,0.8841795921325684,32.87675,0.06616551409484867,0.001674999999999982,0.6712325,0.058502197265625,0.9,
Higgs,25,LazyRF[t=0.970],0.720625,1.2419278621673584,48.129,0.04710595441793979,-9.999999999998899e-05,0.51871,0.058502197265625,0.97,
Higgs,25,LazyRF[t=0.990],0.720575,1.4304630756378174,56.41075,0.04089738369481501,-4.999999999999449e-05,0.4358925,0.058502197265625,0.99,
Higgs,25,LazyGBM[s=2.00],0.712,0.14331316947937012,70.07685,0.30311313111484134,0.0,0.2992315000000001,0.04344010353088379,,2.0
Higgs,25,LazyGBM[s=4.00],0.712,0.15451788902282715,79.856175,0.28113316720542514,0.0,0.20143825000000004,0.04344010353088379,,4.0
Credit Card,25,LazyRF[t=0.900],0.99955,0.20149970054626465,10.017,0.13634131652213627,0.0,0.89983,0.027472734451293945,0.9,
Credit Card,25,LazyRF[t=0.970],0.99955,0.19247698783874512,10.031,0.1427325664214481,0.0,0.89969,0.027472734451293945,0.97,
Credit Card,25,LazyRF[t=0.990],0.99955,0.19487357139587402,10.0365,0.1409772205358967,0.0,0.899635,0.027472734451293945,0.99,
Credit Card,25,LazyGBM[s=2.00],0.99905,0.06768131256103516,13.001,0.2593702884357959,0.0,0.86999,0.017554521560668945,,2.0
Credit Card,25,LazyGBM[s=4.00],0.99905,0.0718545913696289,13.005075,0.24430619151901253,0.0,0.86994925,0.017554521560668945,,4.0
MNIST,26,LazyRF[t=0.900],0.97,0.5405075550079346,15.421,0.07423161258250248,0.000500000000000056,0.84579,0.04012274742126465,0.9,
MNIST,26,LazyRF[t=0.970],0.9706,0.5753612518310547,18.781,0.06973487924947373,-9.999999999998899e-05,0.81219,0.04012274742126465,0.97,
MNIST,26,LazyRF[t=0.990],0.9705,0.5917689800262451,22.205,0.06780136974987298,0.0,0.77795,0.04012274742126465,0.99,
MNIST,26,LazyGBM[s=2.00],0.9419,2.2707631587982178,81.0,0.07765854205534471,0.0040000000000000036,0.18999999999999995,0.1763441562652588,,2.0
MNIST,26,LazyGBM[s=4.00],0.9419,2.2931747436523438,81.0,0.07689957198132887,0.0040000000000000036,0.18999999999999995,0.1763441562652588,,4.0
Covertype,26,LazyRF[t=0.900],0.9243,1.5931146144866943,16.77475,0.03810935846071398,0.0009000000000000119,0.8322525,0.060712575912475586,0.9,
Covertype,26,LazyRF[t=0.970],0.925025,1.8816967010498047,21.82875,0.03226480435375363,0.00017500000000003624,0.7817125,0.060712575912475586,0.97,
Covertype,26,LazyRF[t=0.990],0.92515,2.134953260421753,26.12325,0.02843742626032104,4.999999999999449e-05,0.7387675,0.060712575912475586,0.99,
Covertype,26,LazyGBM[s=2.00],0.764475,0.8555147647857666,80.998925,0.2811008254909234,0.00572499999999998,0.19001075,0.24048590660095215,,2.0
Covertype,26,LazyGBM[s=4.00],0.764475,0.8619892597198486,81.0,0.27898944666562486,0.00572499999999998,0.18999999999999995,0.24048590660095215,,4.0
Higgs,26,LazyRF[t=0.900],0.717375,0.8711142539978027,33.02975,0.06816316968085659,0.0034000000000000696,0.6697025,0.05937790870666504,0.9,
Higgs,26,LazyRF[t=0.970],0.720725,1.2282538414001465,48.15775,0.04834335273804417,5.0000000000105516e-05,0.5184225,0.05937790870666504,0.97,
Higgs,26,LazyRF[t=0.990],0.720525,1.4233009815216064,56.29575,0.04171844850636299,0.0002500000000000835,0.4370425,0.05937790870666504,0.99,
Higgs,26,LazyGBM[s=2.00],0.708725,0.14494633674621582,69.30375,0.3036521155557456,0.0,0.3069625,0.044013261795043945,,2.0
Higgs,26,LazyGBM[s=4.00],0.708725,0.15473127365112305,79.478575,0.2844496833541349,0.0,0.20521424999999993,0.044013261795043945,,4.0
Credit Card,26,LazyRF[t=0.900],0.999475,0.1934669017791748,10.0125,0.13781965570657298,2.5000000000052758e-05,0.899875,0.026663541793823242,0.9,
Credit Card,26,LazyRF[t=0.970],0.999475,0.19225788116455078,10.024,0.13868633957846596,2.5000000000052758e-05,0.89976,0.026663541793823242,0.97,
Credit Card,26,LazyRF[t=0.990],0.999475,0.19481110572814941,10.0275,0.1368686949040322,2.5000000000052758e-05,0.899725,0.026663541793823242,0.99,
Credit Card,26,LazyGBM[s=2.00],0.998725,0.12586593627929688,91.8359,0.13802091225943325,2.5000000000052758e-05,0.08164100000000007,0.01737213134765625,,2.0
Credit Card,26,LazyGBM[s=4.00],0.99875,0.13060569763183594,91.8361,0.13301204819277107,0.0,0.08163900000000002,0.01737213134765625,,4.0
MNIST,27,LazyRF[t=0.900],0.9687,0.5362420082092285,15.341,0.07359674403177717,0.00039999999999995595,0.84659,0.03946566581726074,0.9,
MNIST,27,LazyRF[t=0.970],0.9691,0.5664794445037842,18.88,0.0696683104747627,0.0,0.8112,0.03946566581726074,0.97,
MNIST,27,LazyRF[t=0.990],0.9691,0.5940961837768555,22.235,0.06642975816872808,0.0,0.77765,0.03946566581726074,0.99,
MNIST,27,LazyGBM[s=2.00],0.9418,2.2009730339050293,81.0,0.0771437082613429,0.0040000000000000036,0.18999999999999995,0.16979122161865234,,2.0
MNIST,27,LazyGBM[s=4.00],0.9418,2.209871292114258,81.0,0.07683308173853301,0.0040000000000000036,0.18999999999999995,0.16979122161865234,,4.0
Covertype,27,LazyRF[t=0.900],0.926675,1.5754673480987549,16.4675,0.03753365812200959,0.0011499999999999844,0.835325,0.059133052825927734,0.9,
